snapped_at,price,market_cap,total_volume
2022-02-07 00:00:00 UTC,3.0399824992560944,70358013.76839198,4121061.591109217
2022-02-08 00:00:00 UTC,3.010657521240175,69891923.41321176,241241.1226740502
2022-02-09 00:00:00 UTC,3.039798034264116,70740818.06333593,5457361.147180423
2022-02-10 00:00:00 UTC,3.0381347134531547,72239589.56493306,4361261.457059651
2022-02-11 00:00:00 UTC,3.04332063055678,72745782.2048279,2900970.5092716967
2022-02-12 00:00:00 UTC,3.0364234986285,73976517.58582883,2965470.4634072273
2022-02-13 00:00:00 UTC,3.037219389177682,76988946.70605686,5375776.155770399
2022-02-14 00:00:00 UTC,3.0413907438923355,76765489.14684397,829094.3029911207
2022-02-15 00:00:00 UTC,3.0274592495954877,76347803.6620759,446040.6759379894
2022-02-16 00:00:00 UTC,3.0359086987163875,76867758.24151441,2351818.068058835
2022-02-17 00:00:00 UTC,3.0310494917751045,78917187.48328505,2703703.7541353507
2022-02-18 00:00:00 UTC,3.027265791414622,84096792.39368333,2685787.7843464185
2022-02-19 00:00:00 UTC,3.039732835910244,83941785.24151905,484417.309582701
2022-02-20 00:00:00 UTC,3.0421188786332696,83193453.77996182,1078995.6768618023
2022-02-21 00:00:00 UTC,3.029677831639196,82949431.66878647,2402176.0916065914
2022-02-23 00:00:00 UTC,3.02571479617198,79290551.0568821,2210294.190414658
2022-02-24 00:00:00 UTC,3.0334377712877387,79240773.66742548,392404.78524533985
2022-02-25 00:00:00 UTC,3.0355912400698633,72738586.0470906,3481217.2238433757
2022-02-26 00:00:00 UTC,3.0205860808250846,76921433.16311564,3428084.6927947523
2022-02-27 00:00:00 UTC,3.033749545128831,75432169.56488231,853104.6040507323
2022-02-28 00:00:00 UTC,3.0326284028050545,75534618.4745084,457652.1769921633
2022-03-01 00:00:00 UTC,3.027050351296378,76465164.77805513,1968133.31072938
2022-03-02 00:00:00 UTC,3.032192240840055,77658430.97839868,909732.9294602815
2022-03-03 00:00:00 UTC,3.017845051693839,77642051.57754782,761331.827558513
2022-03-04 00:00:00 UTC,3.024800137962528,77823496.26434334,603103.0902019861
2022-03-05 00:00:00 UTC,3.029553556615632,78052879.10740948,1152678.3401027112
2022-03-06 00:00:00 UTC,3.032691934835895,77110562.85426484,568741.1456724886
2022-03-07 00:00:00 UTC,3.025677087157257,77072218.77762672,1227212.8154805775
2022-03-08 00:00:00 UTC,3.0371788190444193,76894257.54240213,639566.9500243525
2022-03-09 00:00:00 UTC,3.018916813663742,76605980.33300237,649359.818243921
2022-03-10 00:00:00 UTC,3.0320465507398344,77102883.76286116,1153847.5519383813
